id	datum	kutyaid	razas	vakarozas	ugatas	kaloria	alvas
1260	2022.05.10	5	0	0	1	1337	88
1261	2022.07.28	2	0	0	3	1608	91
1262	2022.06.18	2	0	1	3	1482	84
1263	2022.08.03	12	0	0	11	1784	86
1264	2022.06.13	10	0	0	7	1886	87
1265	2022.06.29	13	0	1	6	1387	90
1266	2022.05.24	8	0	0	8	1777	81
1267	2022.08.11	9	0	1	3	943	94
1268	2022.07.22	12	0	1	3	1783	88
1269	2022.08.04	12	0	0	5	1154	88
1270	2022.05.07	6	1	0	10	1525	93
1271	2022.08.27	9	0	1	5	999	97
1272	2022.07.29	13	0	0	3	1417	94
1273	2022.05.09	10	0	1	1	2337	87
1274	2022.06.11	1	0	0	3	1386	81
1275	2022.08.06	14	0	0	7	1176	91
1276	2022.06.28	14	0	0	5	871	90
1277	2022.08.22	6	0	1	5	1673	87
1278	2022.08.01	8	0	0	4	1178	85
1279	2022.07.21	9	0	0	2	1160	96
1280	2022.08.13	13	0	0	7	1375	95
1281	2022.08.05	10	1	0	2	1540	87
1282	2022.05.09	6	0	1	5	1624	92
1283	2022.06.02	1	0	1	9	1337	93
1284	2022.05.19	1	0	0	9	1264	84
1285	2022.07.13	3	0	0	2	1307	93
1286	2022.08.07	4	0	0	3	1754	80
1287	2022.05.08	10	0	0	7	1719	89
1288	2022.06.08	5	0	0	3	1524	91
1289	2022.06.16	13	0	0	7	1378	93
1290	2022.08.17	8	0	0	11	1533	85
1291	2022.07.08	10	0	0	7	1741	81
1292	2022.06.20	10	0	1	7	2133	87
1293	2022.08.19	13	1	1	11	1460	91
1294	2022.05.29	5	0	1	1	1980	85
1295	2022.06.10	1	0	0	4	1319	93
1296	2022.06.29	8	0	1	7	1710	86
1297	2022.07.13	5	1	1	1	966	89
1298	2022.06.01	9	0	0	5	1351	97
1299	2022.07.22	3	0	0	0	861	96
1300	2022.07.13	1	0	0	9	1199	97
1301	2022.05.09	1	0	0	9	1158	93
1302	2022.08.25	11	0	0	4	1405	83
1303	2022.08.15	14	0	1	4	1333	89
1304	2022.08.18	1	0	0	5	1343	92
1305	2022.07.21	6	0	0	8	1531	92
1306	2022.05.18	7	0	0	2	865	80
1307	2022.07.29	5	1	0	1	1498	89
1308	2022.08.23	9	1	0	5	1349	90
1309	2022.06.07	1	0	0	10	1297	93
1310	2022.05.30	1	0	0	6	1197	94
1311	2022.06.10	8	0	0	4	1697	88
1312	2022.07.18	9	0	0	5	1359	98
1313	2022.08.09	1	0	0	6	1649	95
1314	2022.08.21	10	1	0	6	1475	84
1315	2022.08.23	12	0	0	4	1256	90
1316	2022.06.24	14	0	0	6	1114	84
1317	2022.08.23	13	1	0	11	1204	88
1318	2022.05.17	5	0	0	1	1234	89
1319	2022.05.05	1	0	1	7	1025	94
1320	2022.06.10	3	0	0	3	1148	93
1321	2022.07.22	11	0	0	5	1108	88
1322	2022.08.23	2	0	1	4	1578	85
1323	2022.07.26	6	0	0	7	1336	90
1324	2022.07.23	11	0	0	5	1530	86
1325	2022.05.22	7	0	0	4	1349	80
1326	2022.07.08	14	0	0	4	885	88
1327	2022.07.21	2	0	0	3	1630	83
1328	2022.07.01	3	1	0	3	952	91
1329	2022.05.18	9	0	1	2	1397	94
1330	2022.08.29	8	0	0	10	1747	87
1331	2022.07.21	11	0	0	5	1472	85
1332	2022.08.31	8	1	0	4	1803	89
1333	2022.07.29	9	0	0	2	1332	98
1334	2022.08.12	7	0	0	2	1018	85
1335	2022.07.06	3	0	0	6	950	89
1336	2022.07.27	13	0	0	10	1931	93
1337	2022.06.23	12	0	0	5	1175	89
1338	2022.07.17	8	0	0	10	1747	85
1339	2022.05.30	7	0	0	2	1203	88
1340	2022.07.04	2	0	0	2	1543	91
1341	2022.05.23	1	0	0	3	1177	92
1342	2022.07.08	1	0	0	3	971	95
1343	2022.05.13	2	1	1	0	1635	92
1344	2022.06.04	8	0	1	4	1161	87
1345	2022.07.30	14	0	1	5	1277	90
1346	2022.05.16	12	1	0	11	1259	91
1347	2022.07.06	11	1	1	5	1369	87
1348	2022.08.14	2	0	0	4	1366	91
1349	2022.07.30	3	0	0	0	947	92
1350	2022.07.01	1	0	0	8	1267	89
1351	2022.08.08	1	0	0	11	1302	85
1352	2022.06.25	3	0	1	3	1101	89
1353	2022.07.22	7	0	0	4	1433	90
1354	2022.08.06	6	0	0	11	1418	94
1355	2022.06.13	7	0	0	3	1327	89
1356	2022.05.20	7	1	0	3	1346	89
1357	2022.07.09	2	0	1	3	1611	88
1358	2022.07.25	10	1	1	4	1440	82
1359	2022.05.29	7	0	0	3	1430	86
1360	2022.06.27	6	0	0	12	1476	92
1361	2022.07.25	6	1	0	8	1595	90
1362	2022.06.08	6	0	0	7	1197	93
1363	2022.08.13	3	0	0	0	1122	95
1364	2022.08.18	9	0	0	6	1035	92
1365	2022.08.05	7	0	1	3	1338	88
1366	2022.05.27	2	1	1	2	1745	92
1367	2022.08.22	10	0	0	1	1860	88
1368	2022.07.14	10	0	0	4	1443	88
1369	2022.07.15	14	0	0	7	1201	88
1370	2022.07.18	7	0	0	4	968	88
1371	2022.05.29	6	1	0	8	1502	89
1372	2022.07.05	3	0	0	6	1073	89
1373	2022.08.24	11	1	0	5	1507	87
1374	2022.05.23	12	0	0	10	1430	92
1375	2022.06.14	5	1	0	3	1370	88
1376	2022.06.10	10	0	0	10	2036	86
1377	2022.07.01	10	0	0	6	1984	87
1378	2022.06.21	13	1	0	6	1647	93
1379	2022.05.23	8	0	0	8	1386	79
1380	2022.06.05	5	0	0	2	1295	91
1381	2022.06.26	6	0	0	12	1677	92
1382	2022.07.09	7	0	0	4	960	82
1383	2022.05.28	9	0	1	3	1462	84
1384	2022.07.18	5	1	1	3	1436	89
1385	2022.07.05	14	0	1	5	1135	92
1386	2022.08.20	2	0	0	3	1271	89
1387	2022.06.19	8	0	0	6	1852	81
1388	2022.05.27	8	0	0	7	1529	88
1389	2022.05.20	9	0	0	3	1193	94
1390	2022.08.27	7	1	1	4	990	79
1391	2022.06.11	12	0	0	9	1562	83
1392	2022.06.10	12	0	1	4	1807	89
1393	2022.06.06	1	0	0	11	1213	92
1394	2022.07.16	14	0	1	5	1150	80
1395	2022.08.15	1	0	0	11	1288	94
1396	2022.08.08	7	0	0	3	871	82
1397	2022.05.30	5	0	0	1	1077	85
1398	2022.05.30	9	0	0	6	1320	87
1399	2022.06.30	1	0	0	11	1240	93
1400	2022.07.17	5	0	0	3	986	91
1401	2022.08.16	11	1	0	3	1343	90
1402	2022.08.04	1	1	0	3	1067	95
1403	2022.08.22	14	0	0	4	906	82
1404	2022.07.18	10	0	0	9	2027	88
1405	2022.08.16	10	0	1	7	1407	90
1406	2022.05.09	5	0	0	3	1363	87
1407	2022.07.11	1	1	0	8	1285	94
1408	2022.07.04	6	0	0	5	1504	89
1409	2022.07.09	11	0	0	5	1454	87
1410	2022.08.01	2	0	0	3	1715	93
1411	2022.06.16	6	0	0	10	1781	93
1412	2022.05.22	10	1	0	8	1782	88
1413	2022.08.03	13	0	0	2	1750	93
1414	2022.05.26	3	1	0	6	879	91
1415	2022.06.24	3	0	0	1	770	84
1416	2022.07.23	8	1	0	4	1771	89
1417	2022.08.26	5	1	0	1	1417	90
1418	2022.08.28	11	1	0	3	1491	91
1419	2022.06.17	10	0	1	7	2138	86
1420	2022.08.09	13	0	0	7	1132	95
1421	2022.06.16	14	1	0	5	1033	89
1422	2022.04.30	5	0	0	2	1350	87
1423	2022.07.17	10	0	0	8	1654	90
1424	2022.05.26	6	0	0	9	1325	92
1425	2022.05.16	1	0	1	11	1325	96
1426	2022.08.24	6	0	0	9	1282	90
1427	2022.08.14	11	1	0	4	1465	91
1428	2022.08.31	12	0	0	9	1269	87
1429	2022.05.29	2	1	1	4	1658	92
